1	76.352631
2	75.762627
3	75.222626
4	74.892632
5	75.202629
6	74.822632
7	74.222626
8	74.172630
9	73.742630
10	73.322632
11	73.662628
12	73.212631
13	72.882629
14	71.992630
15	71.982628
16	71.772629
17	72.012627
18	71.692627
19	70.952629
20	70.552628
21	70.162628
22	69.912628
23	70.102631
24	69.962631
25	69.822632
26	69.282631
27	68.662628
28	68.882629
29	69.132629
30	69.012627
31	68.452629
32	68.262627
33	67.602631
34	67.712631
35	68.092628
36	68.302628
37	68.362625
38	67.852631
39	67.512627
40	67.902626
41	67.932632
42	68.292625
43	67.992630
44	67.332626
45	66.992630
46	66.832626
47	67.102631
48	67.372627
49	67.082626
50	66.132629
51	65.492630
52	65.852631
53	66.752632
54	68.542625
55	72.142632
56	77.422630
57	84.742630
58	93.022629
59	101.732635
60	111.172623
61	118.552628
62	125.712631
63	131.092636
64	135.472626
65	138.302628
66	140.242630
67	140.502625
68	139.932632
69	139.122635
70	138.922623
71	138.342636
72	137.952621
73	137.352631
74	136.732635
75	135.782623
76	135.642624
77	134.862625
78	133.882629
79	132.812622
80	130.652634
81	128.262634
82	125.852631
83	124.402634
84	121.732635
85	119.382629
86	116.252625
87	113.522629
88	111.142624
89	108.882629
90	106.712631
91	105.192627
92	103.302628
93	101.882629
94	101.202621
95	100.932632
96	101.282623
97	102.022629
98	102.292633
99	102.562622
100	102.482635
101	102.562622
102	102.202621
103	102.392624
104	102.182632
105	101.372635
106	100.242630
107	99.332626
108	98.662628
109	98.122635
110	97.572632
111	96.642624
112	95.342636
113	94.452621
114	93.912628
115	93.732635
116	93.162628
117	92.282623
118	91.312622
119	90.362625
120	90.262634
121	90.282623
122	90.022629
123	89.362625
124	88.592636
125	87.602631
126	87.342636
127	87.772629
128	87.362625
129	86.972626
130	86.162628
131	85.572632
132	85.212631
133	85.052628
134	85.342628
135	84.922630
136	84.512627
137	83.722626
138	83.402626
139	83.802628
140	83.622627
141	83.312630
142	82.612625
143	82.162628
144	82.002632
145	82.042625
146	81.562630
147	81.462631
148	80.722626
149	80.252632
150	79.752632
151	79.652626
152	79.312630
153	78.932632
154	78.112625
155	77.832626
156	77.482628
157	77.152626
158	76.942627
159	76.662628
160	76.262627
161	75.462631
162	75.472626
163	75.682632
164	75.812630
165	75.832626
166	75.622627
167	74.732628
168	74.002632
169	73.822632
170	74.002632
171	74.042625
172	73.662628
173	73.162628
174	72.562630
175	72.422630
176	72.502632
177	72.282631
178	71.542625
179	71.232628
180	70.742630
181	70.742630
182	70.822632
183	70.802628
184	70.432632
185	70.022629
186	69.662628
187	69.802628
188	69.812630
189	69.802628
190	69.802628
191	69.192627
192	68.382629
193	67.992630
194	68.282631
195	68.342628
196	68.322632
197	67.612625
198	67.102631
199	66.962631
200	67.792625
201	70.152626
202	74.032631
203	79.522629
204	86.982635
205	94.912628
206	103.882629
207	113.242630
208	121.392624
209	128.202621
210	133.832626
211	137.662628
212	140.462631
213	142.342636
214	142.972626
215	142.882629
216	141.782623
217	140.572632
218	140.092636
219	139.672623
220	139.162628
221	138.772629
222	138.282623
223	137.292633
224	136.672623
225	135.302628
226	134.342636
227	132.842636
228	130.622635
229	128.232635
230	126.172623
231	124.062622
232	121.332626
233	118.632629
234	115.952621
235	112.792633
236	109.822632
237	107.042633
238	104.802628
239	103.672623
240	102.492630
241	101.142624
242	100.542633
243	100.452621
244	101.012634
245	101.512634
246	102.002625
247	101.982635
248	101.992630
249	101.922623
250	101.472626
251	101.512634
252	101.102631
253	99.882629
254	98.752625
255	97.782623
256	97.232635
257	96.562622
258	96.052628
259	95.362625
260	94.352631
261	93.452621
262	92.802628
263	92.612625
264	91.762634
265	90.512634
266	89.272629
267	88.822632
268	88.842636
269	89.202621
270	88.822632
271	87.982635
272	87.312622
273	86.562630
274	86.372627
275	86.352631
276	85.922630
277	85.212631
278	84.702629
279	84.242630
280	83.982628
281	84.252632
282	84.392632
283	83.612625
284	82.902626
285	82.282631
286	82.462631
287	82.522629
288	82.182632
289	81.662628
290	80.792625
291	80.482628
292	80.202629
293	80.342628
294	80.122627
295	79.712631
296	78.772629
297	78.552628
298	78.582626
299	78.492630
300	77.992630
301	77.312630
302	76.742630
303	76.232628
304	76.202629
305	76.142632
306	75.822632
307	75.262627
308	74.892632
309	74.532631
310	74.372627
311	74.232628
312	74.242630
313	74.222626
314	73.332626
315	72.882629
316	72.632629
317	72.522629
318	72.552628
319	72.422630
320	72.142632
321	71.632629
322	70.892632
323	70.912628
324	71.022629
325	71.102631
326	71.342628
327	70.882629
328	70.412628
329	69.892632
330	70.102631
331	70.312630
332	70.412628
333	70.372627
334	70.002632
335	69.222626
336	69.052628
337	69.662628
338	69.632629
339	69.742630
340	69.362625
341	68.482628
342	67.572632
343	67.842628
344	67.652626
345	67.392632
346	67.042625
347	66.392632
348	66.762627
349	68.482628
350	72.632629
351	79.222626
352	86.732628
353	94.762634
354	103.522629
355	112.392624
356	120.702621
357	128.082626
358	134.002625
359	137.962631
360	140.502625
361	141.842636
362	142.542633
363	142.632629
364	142.372635
365	141.602631
366	140.402634
367	139.232635
368	138.912628
369	138.742630
370	138.212631
371	137.442627
372	135.952621
373	134.502625
374	133.062622
375	131.562622
376	129.672623
377	127.582626
378	125.072632
379	122.622635
380	120.122635
381	117.932632
382	115.932632
383	112.742630
384	109.732635
385	106.872635
386	104.802628
387	103.122635
388	102.252625
389	100.782623
390	100.002625
391	99.552628
392	100.332626
393	101.142624
394	101.872635
395	101.782623
396	101.942627
397	101.512634
398	101.512634
399	101.552628
400	101.252625
401	100.252625
402	98.912628
403	98.122635
404	97.492630
405	96.562622
406	95.822632
407	94.802628
408	93.402634
409	92.372635
410	92.222626
411	91.862625
412	91.372635
413	90.442627
414	89.632629
415	88.862625
416	88.582626
417	88.402634
418	87.942627
419	87.512634
420	86.792633
421	86.062630
422	85.932632
423	85.892632
424	85.902626
425	85.362625
426	84.822632
427	84.442627
428	84.362625
429	84.032631
430	83.952629
431	83.332626
432	82.892632
433	82.122627
434	82.462631
435	82.582626
436	82.942627
437	82.732628
438	82.112625
439	81.542625
440	81.082626
441	80.742630
442	80.202629
443	80.332626
444	80.082626
445	79.742630
446	79.302628
447	78.862625
448	79.012627
449	78.802628
450	78.962631
451	78.272629
452	77.572632
453	76.762627
454	76.292625
455	76.292625
456	76.522629
457	76.702629
458	76.012627
459	75.302628
460	74.702629
461	74.872627
462	74.762627
463	74.742630
464	74.122627
465	73.402626
466	72.752632
467	72.692627
468	72.812630
469	73.272629
470	72.702629
471	72.272629
472	71.872627
473	71.582626
474	71.752632
475	72.112625
476	71.872627
477	70.982628
478	70.772629
479	70.412628
480	70.752632
481	70.702629
482	70.842628
483	70.462631
484	70.242630
485	69.692627
486	69.792625
487	69.882629
488	70.322632
489	70.222626
490	69.802628
491	69.172630
492	69.362625
493	69.332626
494	69.702629
495	69.982628
496	69.492630
497	68.882629
498	68.372627
499	68.362625
500	68.382629
501	68.132629
502	67.842628
503	67.192627
504	67.032631
505	68.112625
506	70.802628
507	76.062630
508	82.122627
509	89.752625
510	98.172623
511	107.052628
512	115.562622
513	124.172623
514	130.512634
515	135.432632
516	139.212631
517	141.262634
518	142.762634
519	143.122635
520	142.602631
521	141.212631
522	139.952621
523	139.522629
524	139.552628
525	139.162628
526	138.212631
527	136.912628
528	135.312622
529	134.302628
